2;0.8;
4;0.875;
6;0.8888888888888888;
8;0.875;
10;1.0;
12;1.0;
14;1.0;
16;1.0;
18;1.0;
20;1.0;
22;1.0;
24;0.9;
26;0.8;
28;1.0;
30;NaN;
32;1.0;
34;1.0;
